flight_id,airline_name,flight_date,booking_date,booking_window_days,departure_time,arrival_time,source_city,destination_city,route_popularity,seat_class,base_fare,dynamic_fare,seats_remaining,total_seats,competitor_avg_fare,demand_level,season,day_of_week,is_weekend,user_segment,user_loyalty_tier,promo_applied,weather_condition,cancellation_rate_route,on_time_performance,avg_searches_last_hour,avg_bookings_last_hour,surge_pricing_flag
VI922,Vistara,2025-08-16,2025-08-13,3,11:00,12:15,Kolkata,Hyderabad,0.67,Economy,4302,5999,56,160,3995,High,Peak,Saturday,1,Leisure,None,0,Clear,0.06,92.0,69,24,1
AI636,Air India,2025-12-30,2025-11-27,33,03:45,04:45,Delhi,Kolkata,0.86,Economy,7293,7293,77,160,8014,Low,Off-Peak,Tuesday,0,Family,Silver,0,Rain,0.08,98.1,93,9,0
AK638,Akasa Air,2025-11-21,2025-10-02,50,06:30,09:00,Chennai,Delhi,0.85,Economy,6672,7100,67,150,6580,Medium,Festival,Friday,0,Leisure,Silver,1,Clear,0.09,88.6,112,15,0
SP452,SpiceJet,2025-07-23,2025-07-12,11,19:30,23:00,Delhi,Hyderabad,0.63,Premium Economy,9706,10943,19,160,10249,Medium,Off-Peak,Wednesday,0,Business,Silver,1,Clear,0.09,93.8,212,22,1
AI764,Air India,2025-07-16,2025-06-01,45,02:45,05:15,Ahmedabad,Delhi,0.57,Economy,8731,9666,41,160,10460,Low,Festival,Wednesday,0,Family,None,0,Fog,0.07,93.3,130,6,0
AK156,Akasa Air,2025-09-04,2025-07-19,47,13:30,17:15,Pune,Kolkata,0.77,Economy,6936,6936,58,160,6460,Low,Peak,Thursday,0,Leisure,Silver,1,Clear,0.11,97.6,142,9,0
IN248,IndiGo,2025-12-05,2025-10-17,49,08:15,11:45,Ahmedabad,Pune,0.76,Premium Economy,9498,12607,85,180,9304,High,Festival,Friday,0,Family,None,0,Storm,0.1,89.1,268,51,1
AK166,Akasa Air,2025-09-20,2025-08-18,33,14:30,18:45,Ahmedabad,Pune,0.68,Economy,8107,10188,72,160,7683,Medium,Festival,Saturday,1,Leisure,None,0,Fog,0.1,94.2,195,39,1
VI428,Vistara,2025-08-21,2025-06-26,56,21:15,01:30,Delhi,Bangalore,1.0,Premium Economy,9512,13329,69,160,8943,High,Off-Peak,Thursday,0,Student,None,0,Rain,0.04,93.1,144,38,1
SP200,SpiceJet,2025-07-17,2025-05-28,50,18:45,22:15,Kolkata,Hyderabad,0.97,Economy,5019,5019,23,200,5231,Low,Peak,Thursday,0,Leisure,None,1,Clear,0.11,89.5,59,6,0
SP894,SpiceJet,2025-10-09,2025-08-16,54,11:00,13:15,Ahmedabad,Kolkata,0.75,Economy,4685,5843,55,180,5085,Medium,Festival,Thursday,0,Leisure,None,0,Storm,0.1,89.6,80,3,0
AK707,Akasa Air,2025-11-22,2025-10-18,35,07:30,10:00,Ahmedabad,Chennai,0.86,Economy,3201,3758,16,160,3065,Medium,Holiday,Saturday,1,Business,None,0,Rain,0.08,91.2,297,32,1
VI165,Vistara,2025-08-31,2025-07-15,47,02:45,03:30,Bangalore,Pune,0.65,Business,11000,12865,17,150,12091,Low,Peak,Sunday,1,Business,None,0,Rain,0.07,93.9,253,31,1
AI963,Air India,2025-11-05,2025-10-20,16,16:00,18:00,Ahmedabad,Hyderabad,0.86,Economy,2875,3175,89,180,3019,High,Off-Peak,Wednesday,0,Leisure,None,1,Clear,0.06,89.1,186,47,1
AK645,Akasa Air,2025-08-01,2025-06-25,37,05:45,08:00,Hyderabad,Pune,0.61,Business,14648,17954,66,150,14325,Medium,Festival,Friday,0,Business,Silver,0,Rain,0.06,89.0,106,45,1
GO803,Go First,2025-12-08,2025-10-25,44,14:15,17:00,Pune,Kolkata,0.79,Economy,5802,6985,5,160,6752,Medium,Peak,Monday,0,Leisure,Gold,0,Clear,0.1,89.9,35,17,0
VI621,Vistara,2025-10-28,2025-09-26,32,10:15,14:00,Ahmedabad,Bangalore,0.74,Economy,6875,7854,16,160,7693,Medium,Off-Peak,Tuesday,0,Family,Gold,0,Clear,0.06,96.1,106,46,1
AK179,Akasa Air,2025-10-16,2025-09-20,26,21:00,01:00,Chennai,Pune,0.65,Business,16855,20479,16,180,15688,Medium,Off-Peak,Thursday,0,Student,Silver,0,Clear,0.07,93.7,188,33,1
GO201,Go First,2025-12-16,2025-11-02,44,12:45,15:00,Kolkata,Delhi,0.65,Economy,5408,6654,32,150,6367,Medium,Peak,Tuesday,0,Business,Silver,1,Clear,0.08,95.1,106,22,1
GO342,Go First,2025-10-25,2025-09-14,41,01:30,02:00,Ahmedabad,Pune,0.62,Economy,3770,4045,79,200,4138,Low,Holiday,Saturday,1,Leisure,None,0,Clear,0.07,94.8,183,25,1
VI207,Vistara,2025-11-25,2025-10-14,42,03:00,04:45,Mumbai,Pune,0.62,Economy,6373,7965,53,180,6958,Medium,Festival,Tuesday,0,Family,Platinum,0,Storm,0.11,96.1,289,26,1
IN471,IndiGo,2025-10-25,2025-10-18,7,09:30,13:00,Kolkata,Pune,0.56,Economy,5467,6521,68,150,4973,Low,Festival,Saturday,1,Student,Silver,0,Storm,0.08,98.5,206,26,1
AK471,Akasa Air,2025-08-01,2025-07-13,19,18:45,21:30,Chennai,Kolkata,0.82,Business,10029,12705,36,180,11104,Medium,Festival,Friday,0,Family,Silver,0,Clear,0.09,89.6,143,34,1
AI754,Air India,2025-07-11,2025-05-29,43,11:00,12:30,Mumbai,Kolkata,0.78,Economy,5015,6220,57,180,5928,Medium,Festival,Friday,0,Leisure,None,0,Clear,0.07,90.4,145,26,1
SP355,SpiceJet,2025-10-08,2025-09-29,9,13:45,17:45,Delhi,Mumbai,0.77,Economy,2925,2943,59,150,3181,Low,Holiday,Wednesday,0,Business,None,1,Clear,0.09,93.2,242,42,1
SP869,SpiceJet,2025-12-06,2025-10-11,56,03:45,04:15,Hyderabad,Delhi,0.8,Economy,7065,7509,82,180,6530,Low,Off-Peak,Saturday,1,Leisure,None,0,Clear,0.1,90.9,95,45,1
GO281,Go First,2025-10-03,2025-09-14,19,03:45,04:30,Mumbai,Ahmedabad,0.75,Economy,2549,2769,10,160,2608,Medium,Off-Peak,Friday,0,Family,None,0,Fog,0.05,89.2,99,9,0
IN231,IndiGo,2025-07-20,2025-06-10,40,01:15,02:15,Delhi,Kolkata,0.81,Economy,5510,7934,35,200,6151,High,Festival,Sunday,1,Leisure,None,0,Fog,0.08,90.0,55,17,1
GO952,Go First,2025-10-03,2025-08-21,43,01:30,04:30,Chennai,Hyderabad,0.54,Economy,3454,3504,45,200,3144,Low,Holiday,Friday,0,Business,Silver,1,Clear,0.09,89.8,248,27,1
VI831,Vistara,2025-12-21,2025-11-07,44,08:00,12:45,Bangalore,Ahmedabad,0.5,Premium Economy,9248,11258,24,150,9456,Medium,Festival,Sunday,1,Leisure,None,0,Fog,0.08,84.1,125,20,0
AK479,Akasa Air,2025-09-02,2025-09-01,1,17:30,21:00,Mumbai,Ahmedabad,0.62,Economy,4744,4744,73,200,5051,Low,Off-Peak,Tuesday,0,Student,Silver,1,Clear,0.07,94.8,39,5,0
IN939,IndiGo,2025-08-13,2025-07-18,26,22:45,00:00,Ahmedabad,Pune,0.52,Economy,3307,3475,20,200,3749,Low,Holiday,Wednesday,0,Leisure,Platinum,0,Clear,0.03,95.1,244,43,1
GO444,Go First,2025-10-28,2025-10-24,4,14:45,16:45,Ahmedabad,Pune,0.8,Premium Economy,10573,11987,8,180,10715,Medium,Off-Peak,Tuesday,0,Family,Silver,0,Clear,0.1,93.5,57,7,0
AK673,Akasa Air,2025-12-28,2025-12-18,10,13:45,17:00,Hyderabad,Pune,0.69,Business,15080,15080,59,160,17134,Low,Off-Peak,Sunday,1,Business,Silver,1,Clear,0.08,92.3,131,56,1
GO596,Go First,2025-11-16,2025-09-20,57,14:15,18:15,Bangalore,Delhi,0.86,Economy,4525,5522,58,150,4880,Medium,Off-Peak,Sunday,1,Business,None,0,Clear,0.06,95.4,200,29,1
GO489,Go First,2025-08-03,2025-06-16,48,12:15,13:00,Hyderabad,Ahmedabad,0.94,Economy,3374,4701,35,180,4022,High,Off-Peak,Sunday,1,Leisure,Platinum,0,Rain,0.08,90.8,250,9,1
SP255,SpiceJet,2025-07-25,2025-06-28,27,12:45,14:15,Pune,Hyderabad,0.99,Economy,5962,7674,6,180,7099,Medium,Festival,Friday,0,Business,None,0,Clear,0.05,92.4,190,35,1
VI719,Vistara,2025-11-05,2025-09-26,40,01:30,05:15,Delhi,Bangalore,0.83,Business,13597,18218,43,160,15836,High,Off-Peak,Wednesday,0,Leisure,Gold,0,Clear,0.09,88.2,190,21,1
VI798,Vistara,2025-07-23,2025-07-16,7,09:00,11:00,Chennai,Bangalore,0.77,Economy,7058,7622,56,180,8301,Low,Off-Peak,Wednesday,0,Family,None,0,Clear,0.07,87.8,256,59,1
IN418,IndiGo,2025-08-13,2025-06-20,54,14:00,18:00,Kolkata,Hyderabad,0.94,Premium Economy,8135,8754,43,150,9641,Low,Festival,Wednesday,0,Business,Silver,0,Clear,0.09,88.1,45,13,0
SP299,SpiceJet,2025-09-23,2025-09-20,3,03:15,05:45,Bangalore,Ahmedabad,0.87,Economy,6443,8283,57,180,7185,High,Holiday,Tuesday,0,Leisure,None,0,Clear,0.05,86.5,58,26,1
AK166,Akasa Air,2025-12-08,2025-10-31,38,16:00,18:15,Delhi,Pune,0.95,Premium Economy,8346,9358,67,150,9381,Low,Peak,Monday,0,Family,None,0,Storm,0.09,88.7,211,14,0
SP248,SpiceJet,2025-07-12,2025-05-28,45,09:45,11:45,Kolkata,Mumbai,0.89,Business,15067,17631,55,160,14835,Low,Peak,Saturday,1,Student,None,0,Rain,0.08,90.5,233,41,1
GO688,Go First,2025-08-01,2025-06-14,48,00:30,01:00,Bangalore,Pune,0.76,Economy,8913,9877,15,160,10004,Medium,Off-Peak,Friday,0,Family,None,0,Clear,0.09,92.3,60,3,0
VI819,Vistara,2025-08-15,2025-07-15,31,10:45,13:15,Mumbai,Pune,1.0,Economy,4814,5710,35,200,4776,Low,Festival,Friday,0,Business,Silver,0,Rain,0.05,94.3,187,41,1
VI603,Vistara,2025-12-15,2025-10-24,52,09:30,11:30,Mumbai,Chennai,0.68,Economy,5438,6202,51,180,5642,Medium,Festival,Monday,0,Student,None,1,Rain,0.09,92.7,54,7,0
AI344,Air India,2025-09-29,2025-08-16,44,03:15,04:15,Pune,Kolkata,0.64,Premium Economy,11482,14736,25,160,12116,High,Holiday,Monday,0,Leisure,None,0,Clear,0.13,88.2,264,28,1
GO331,Go First,2025-12-03,2025-10-28,36,08:45,12:00,Chennai,Hyderabad,0.81,Economy,7253,8349,55,150,6752,Medium,Peak,Wednesday,0,Family,None,0,Clear,0.08,92.5,66,12,0
SP496,SpiceJet,2025-08-20,2025-06-25,56,13:15,17:45,Pune,Chennai,0.63,Business,16714,16714,71,160,15361,Low,Off-Peak,Wednesday,0,Leisure,None,0,Clear,0.06,88.6,256,9,0
SP114,SpiceJet,2025-11-25,2025-11-03,22,22:15,02:30,Chennai,Ahmedabad,0.73,Economy,3500,3814,57,160,3753,Low,Off-Peak,Tuesday,0,Family,None,0,Clear,0.1,97.0,155,46,1
GO873,Go First,2025-11-15,2025-10-10,36,07:30,11:15,Hyderabad,Pune,0.96,Economy,3201,4461,35,150,3179,High,Peak,Saturday,1,Family,Gold,0,Storm,0.04,89.4,270,60,1
SP404,SpiceJet,2025-12-07,2025-10-26,42,01:15,05:00,Kolkata,Ahmedabad,0.98,Economy,7780,10027,40,200,9244,High,Off-Peak,Sunday,1,Business,None,0,Clear,0.09,87.4,255,31,1
AI598,Air India,2025-12-14,2025-12-11,3,04:15,08:15,Hyderabad,Bangalore,1.0,Business,15734,24388,36,160,17112,High,Festival,Sunday,1,Business,Gold,0,Clear,0.04,92.9,137,37,1
IN676,IndiGo,2025-09-13,2025-07-22,53,14:15,18:30,Bangalore,Chennai,1.0,Economy,8153,11514,51,200,7911,High,Festival,Saturday,1,Business,Platinum,1,Clear,0.14,92.4,299,38,1
GO860,Go First,2025-07-19,2025-05-22,58,10:45,13:15,Bangalore,Mumbai,0.94,Economy,3866,4270,18,200,4611,Medium,Holiday,Saturday,1,Leisure,None,0,Clear,0.09,90.0,288,17,0
AK735,Akasa Air,2025-08-18,2025-07-27,22,11:00,15:30,Chennai,Delhi,0.68,Economy,2709,3684,24,200,2939,High,Holiday,Monday,0,Student,Silver,0,Clear,0.04,99.0,99,39,1
IN670,IndiGo,2025-10-16,2025-09-09,37,22:00,01:45,Mumbai,Pune,0.83,Economy,6157,6722,56,180,5608,Medium,Off-Peak,Thursday,0,Family,Gold,0,Clear,0.08,93.3,64,15,0
IN839,IndiGo,2025-07-18,2025-06-16,32,15:30,17:45,Bangalore,Ahmedabad,0.84,Economy,4973,6369,69,180,5844,Medium,Peak,Friday,0,Student,Gold,0,Clear,0.11,90.6,277,57,1
AK887,Akasa Air,2025-12-21,2025-11-07,44,01:15,03:00,Ahmedabad,Mumbai,0.57,Economy,7766,7834,72,160,7784,Medium,Off-Peak,Sunday,1,Business,Silver,1,Storm,0.04,92.5,277,5,0
SP257,SpiceJet,2025-10-24,2025-09-16,38,21:30,23:45,Ahmedabad,Pune,0.8,Economy,4539,4866,89,200,4230,Medium,Holiday,Friday,0,Leisure,None,0,Clear,0.06,89.9,244,18,0
GO244,Go First,2025-07-23,2025-06-22,31,05:00,07:00,Kolkata,Chennai,0.66,Premium Economy,7679,8808,21,150,7968,Low,Festival,Wednesday,0,Business,Platinum,0,Clear,0.09,92.8,54,10,0
AK765,Akasa Air,2025-07-27,2025-06-04,53,01:45,05:45,Ahmedabad,Chennai,1.0,Economy,3489,4172,85,180,3760,Low,Festival,Sunday,1,Student,Gold,0,Clear,0.14,88.2,292,46,1
VI991,Vistara,2025-11-09,2025-10-11,29,03:45,07:30,Hyderabad,Ahmedabad,1.0,Economy,7127,8065,88,200,8194,Medium,Off-Peak,Sunday,1,Family,Gold,0,Clear,0.06,92.6,57,12,0
SP205,SpiceJet,2025-09-03,2025-07-09,56,09:15,11:45,Ahmedabad,Chennai,0.91,Economy,3015,3458,60,180,3058,Low,Peak,Wednesday,0,Business,None,0,Clear,0.1,95.8,93,24,1
VI635,Vistara,2025-12-01,2025-10-08,54,04:30,05:15,Chennai,Bangalore,0.86,Economy,8975,9547,61,180,9600,Medium,Off-Peak,Monday,0,Leisure,None,0,Clear,0.05,93.6,37,7,0
GO138,Go First,2025-07-18,2025-07-14,4,07:00,10:15,Pune,Mumbai,0.84,Economy,6542,7968,14,160,7546,High,Holiday,Friday,0,Student,None,0,Fog,0.08,94.8,145,21,1
AK815,Akasa Air,2025-10-08,2025-09-12,26,01:45,02:15,Mumbai,Bangalore,0.5,Economy,4314,4314,28,150,4981,Low,Off-Peak,Wednesday,0,Family,None,0,Clear,0.08,91.0,260,3,0
AK349,Akasa Air,2025-07-25,2025-06-18,37,10:45,13:30,Kolkata,Delhi,1.0,Economy,3384,4055,35,180,3947,Medium,Holiday,Friday,0,Family,Gold,0,Clear,0.1,87.2,262,30,1
AK110,Akasa Air,2025-11-25,2025-11-05,20,13:45,16:15,Delhi,Ahmedabad,1.0,Economy,5463,7273,68,150,5965,Medium,Peak,Tuesday,0,Business,None,0,Clear,0.1,92.2,213,34,1
AI765,Air India,2025-07-30,2025-06-15,45,04:30,06:15,Bangalore,Hyderabad,0.93,Economy,8474,11274,15,150,7675,High,Festival,Wednesday,0,Family,None,1,Rain,0.09,84.7,249,54,1
IN730,IndiGo,2025-09-15,2025-08-04,42,13:30,17:45,Chennai,Hyderabad,0.66,Economy,4050,4730,55,150,4283,Medium,Off-Peak,Monday,0,Business,None,0,Storm,0.11,91.2,210,36,1
GO897,Go First,2025-10-05,2025-09-08,27,16:00,18:15,Kolkata,Hyderabad,0.85,Business,10913,14142,72,160,12964,Medium,Festival,Sunday,1,Business,None,0,Rain,0.1,94.7,134,59,1
IN299,IndiGo,2025-07-16,2025-06-11,35,21:30,01:30,Chennai,Kolkata,0.66,Premium Economy,7939,9475,55,180,7349,Medium,Holiday,Wednesday,0,Leisure,Gold,0,Fog,0.11,93.6,68,27,1
AI124,Air India,2025-08-21,2025-08-04,17,17:45,18:30,Mumbai,Pune,0.63,Economy,5457,8221,72,150,6096,High,Festival,Thursday,0,Family,Platinum,0,Clear,0.05,92.6,30,9,1
VI930,Vistara,2025-12-04,2025-11-28,6,00:30,04:00,Bangalore,Delhi,0.7,Economy,6203,6669,10,150,6412,Low,Holiday,Thursday,0,Leisure,None,0,Storm,0.07,97.5,69,24,1
AI601,Air India,2025-07-15,2025-06-02,43,05:30,06:00,Kolkata,Ahmedabad,0.63,Business,12976,15413,65,160,12510,Medium,Peak,Tuesday,0,Student,None,1,Storm,0.06,85.4,282,53,1
VI754,Vistara,2025-12-06,2025-10-23,44,15:45,18:00,Mumbai,Kolkata,0.73,Economy,4630,4630,66,160,4924,Low,Peak,Saturday,1,Business,Silver,1,Clear,0.03,92.5,62,31,1
IN900,IndiGo,2025-09-02,2025-07-15,49,15:15,16:00,Delhi,Kolkata,0.66,Premium Economy,11360,13297,63,150,10701,High,Off-Peak,Tuesday,0,Student,Silver,1,Clear,0.07,91.5,199,29,1
AI968,Air India,2025-08-08,2025-07-24,15,09:30,11:15,Bangalore,Mumbai,0.86,Economy,5574,6262,92,200,6034,Medium,Holiday,Friday,0,Family,Silver,0,Clear,0.04,94.4,167,55,1
AI354,Air India,2025-11-29,2025-10-07,53,17:30,21:30,Hyderabad,Pune,0.5,Economy,8576,10894,58,150,7880,Medium,Peak,Saturday,1,Family,Gold,0,Clear,0.07,98.8,211,45,1
VI952,Vistara,2025-10-08,2025-09-12,26,11:15,12:30,Pune,Ahmedabad,0.81,Economy,8948,9206,68,180,9897,Medium,Festival,Wednesday,0,Family,None,1,Clear,0.11,94.2,56,5,0
AI415,Air India,2025-12-05,2025-11-05,30,12:15,15:45,Pune,Ahmedabad,0.92,Premium Economy,11219,16701,55,150,12206,High,Festival,Friday,0,Family,Silver,0,Rain,0.06,89.0,176,16,1
AI613,Air India,2025-08-07,2025-07-01,37,13:15,16:30,Pune,Ahmedabad,0.5,Business,16798,16798,16,150,16700,Low,Off-Peak,Thursday,0,Business,None,1,Clear,0.1,88.6,213,31,1
AI106,Air India,2025-10-27,2025-10-08,19,01:15,05:45,Pune,Ahmedabad,0.62,Business,15678,15678,49,160,15156,Low,Holiday,Monday,0,Family,None,1,Rain,0.11,89.1,33,14,0
SP864,SpiceJet,2025-12-30,2025-11-24,36,20:15,22:00,Bangalore,Mumbai,0.87,Business,9601,10453,55,180,11015,Low,Holiday,Tuesday,0,Business,None,0,Storm,0.06,95.8,84,42,1
VI175,Vistara,2025-11-29,2025-11-01,28,21:00,01:45,Ahmedabad,Pune,0.57,Premium Economy,11142,12309,16,180,10798,Medium,Peak,Saturday,1,Student,None,1,Fog,0.08,94.0,146,33,1
GO919,Go First,2025-09-11,2025-07-31,42,06:15,09:15,Pune,Chennai,0.93,Economy,3481,4610,16,150,3938,High,Festival,Thursday,0,Family,Silver,1,Clear,0.05,84.8,275,52,1
GO130,Go First,2025-08-16,2025-06-24,53,23:30,03:00,Mumbai,Hyderabad,0.9,Premium Economy,11093,16719,60,200,11172,High,Peak,Saturday,1,Leisure,Silver,0,Clear,0.07,97.2,217,42,1
SP566,SpiceJet,2025-07-21,2025-07-13,8,04:00,06:30,Kolkata,Chennai,0.5,Economy,4097,4776,71,180,4386,Medium,Festival,Monday,0,Leisure,None,0,Clear,0.07,85.6,74,2,0
SP238,SpiceJet,2025-09-13,2025-07-19,56,12:45,15:45,Bangalore,Kolkata,0.74,Business,10928,11611,52,160,11916,Medium,Holiday,Saturday,1,Family,Silver,1,Storm,0.13,94.4,125,46,1
VI143,Vistara,2025-11-05,2025-10-23,13,08:00,09:30,Delhi,Ahmedabad,0.58,Business,10472,12601,7,200,9698,Medium,Peak,Wednesday,0,Family,None,0,Clear,0.03,88.8,49,16,0
GO799,Go First,2025-07-16,2025-07-10,6,12:00,14:45,Ahmedabad,Kolkata,0.5,Premium Economy,9415,11655,46,150,10962,Medium,Holiday,Wednesday,0,Business,None,0,Clear,0.12,87.6,203,57,1
GO403,Go First,2025-08-30,2025-08-07,23,17:30,18:00,Pune,Ahmedabad,0.66,Economy,7578,8724,85,200,8356,Low,Peak,Saturday,1,Business,Gold,0,Clear,0.06,87.6,255,24,1
GO762,Go First,2025-12-12,2025-10-16,57,04:30,05:45,Ahmedabad,Hyderabad,0.57,Business,14239,15627,49,200,15201,Low,Holiday,Friday,0,Leisure,Platinum,0,Clear,0.05,87.8,56,25,1
IN334,IndiGo,2025-09-13,2025-07-26,49,13:15,14:45,Chennai,Mumbai,0.61,Economy,3935,4219,29,160,3919,Low,Peak,Saturday,1,Student,None,1,Clear,0.04,93.1,189,30,1
IN169,IndiGo,2025-12-03,2025-11-25,8,07:15,11:15,Kolkata,Ahmedabad,0.99,Economy,3356,3962,88,180,3057,Medium,Holiday,Wednesday,0,Leisure,None,0,Clear,0.04,93.7,124,32,1
GO821,Go First,2025-09-24,2025-09-19,5,00:30,04:15,Pune,Kolkata,0.76,Economy,8109,8109,43,150,8040,Low,Holiday,Wednesday,0,Family,Silver,0,Clear,0.06,90.1,98,15,0
AI306,Air India,2025-11-01,2025-10-04,28,07:45,08:30,Hyderabad,Kolkata,0.66,Business,17248,17328,35,160,17187,Low,Peak,Saturday,1,Family,None,1,Clear,0.05,90.5,66,9,0
AK138,Akasa Air,2025-12-23,2025-10-31,53,16:00,20:00,Pune,Mumbai,0.85,Economy,4982,5986,63,160,4558,Medium,Peak,Tuesday,0,Student,Silver,0,Rain,0.1,90.4,136,8,0
VI239,Vistara,2025-09-24,2025-09-11,13,07:00,08:00,Chennai,Ahmedabad,0.73,Business,17140,22589,80,160,16867,High,Peak,Wednesday,0,Student,None,1,Clear,0.07,92.7,72,28,1
GO207,Go First,2025-08-09,2025-07-19,21,03:45,04:00,Pune,Delhi,1.0,Economy,5779,7806,67,180,5675,High,Off-Peak,Saturday,1,Leisure,Silver,0,Storm,0.07,92.5,297,39,1
GO737,Go First,2025-09-07,2025-09-03,4,21:15,22:30,Delhi,Bangalore,0.91,Economy,4302,5987,26,150,4263,High,Off-Peak,Sunday,1,Family,None,0,Clear,0.03,84.1,298,36,1
AI766,Air India,2025-09-01,2025-07-19,44,02:45,06:15,Hyderabad,Bangalore,0.86,Economy,6504,9724,46,200,7225,High,Peak,Monday,0,Business,Gold,0,Clear,0.04,92.6,94,6,1
AK222,Akasa Air,2025-10-28,2025-09-14,44,19:30,22:00,Bangalore,Chennai,0.52,Economy,3244,5045,22,150,3437,High,Peak,Tuesday,0,Student,None,0,Clear,0.15,89.8,255,15,1
AI361,Air India,2025-08-24,2025-08-15,9,08:00,12:45,Chennai,Hyderabad,0.8,Economy,8786,10689,48,200,9945,Medium,Holiday,Sunday,1,Student,None,0,Clear,0.15,92.7,268,53,1
AK664,Akasa Air,2025-09-07,2025-09-05,2,21:45,23:15,Delhi,Kolkata,0.5,Premium Economy,10243,15703,45,200,11354,High,Festival,Sunday,1,Leisure,None,0,Rain,0.05,88.2,100,9,1
AI964,Air India,2025-09-08,2025-09-05,3,04:45,07:00,Chennai,Pune,0.73,Economy,3489,4340,64,160,3159,High,Off-Peak,Monday,0,Business,Gold,0,Clear,0.08,94.2,168,38,1
AI729,Air India,2025-09-02,2025-08-03,30,23:00,00:15,Ahmedabad,Mumbai,0.74,Economy,3791,4127,36,180,4027,Medium,Festival,Tuesday,0,Family,None,1,Storm,0.06,98.5,115,14,0
IN590,IndiGo,2025-09-11,2025-08-10,32,13:15,17:45,Delhi,Chennai,0.5,Economy,6474,7972,52,160,6043,Medium,Peak,Thursday,0,Business,None,1,Fog,0.06,93.3,150,30,1
GO397,Go First,2025-11-08,2025-10-22,17,22:45,01:45,Mumbai,Kolkata,0.8,Premium Economy,11332,12872,80,160,13029,Medium,Festival,Saturday,1,Leisure,None,1,Clear,0.11,91.9,183,21,1
AK742,Akasa Air,2025-07-20,2025-07-03,17,07:45,10:15,Bangalore,Kolkata,0.81,Economy,8012,8210,69,180,7237,Medium,Off-Peak,Sunday,1,Student,None,1,Clear,0.07,91.7,100,27,1
SP201,SpiceJet,2025-11-03,2025-10-03,31,07:45,10:00,Pune,Bangalore,0.84,Economy,4673,4928,80,160,5466,Low,Off-Peak,Monday,0,Student,None,0,Fog,0.09,86.2,77,31,1
VI622,Vistara,2025-10-18,2025-09-28,20,14:45,18:00,Pune,Ahmedabad,0.62,Premium Economy,10616,11855,62,180,9827,Medium,Off-Peak,Saturday,1,Leisure,None,0,Storm,0.08,93.2,48,7,0
SP440,SpiceJet,2025-11-04,2025-09-05,60,12:45,16:45,Ahmedabad,Delhi,0.91,Premium Economy,11839,14178,15,160,11596,Medium,Festival,Tuesday,0,Family,Silver,0,Clear,0.04,90.2,118,4,0
VI243,Vistara,2025-10-22,2025-10-06,16,15:00,18:30,Delhi,Chennai,0.64,Economy,7099,9447,9,150,6415,High,Off-Peak,Wednesday,0,Family,Silver,1,Clear,0.08,88.6,94,11,1
GO748,Go First,2025-11-03,2025-09-21,43,16:45,19:45,Ahmedabad,Chennai,0.57,Economy,7034,10188,38,150,7973,High,Festival,Monday,0,Family,None,0,Clear,0.08,91.9,231,51,1
SP574,SpiceJet,2025-11-15,2025-09-19,57,17:30,19:45,Pune,Ahmedabad,0.71,Economy,6020,6395,89,180,6865,Medium,Off-Peak,Saturday,1,Family,None,0,Clear,0.13,94.3,234,15,0
VI100,Vistara,2025-07-17,2025-06-27,20,12:00,16:30,Hyderabad,Bangalore,0.76,Economy,7361,9250,39,150,7907,Medium,Peak,Thursday,0,Business,None,0,Clear,0.07,90.3,142,23,1
IN697,IndiGo,2025-11-15,2025-10-31,15,02:45,06:15,Pune,Mumbai,0.87,Economy,7272,9071,30,180,7977,Medium,Peak,Saturday,1,Leisure,Gold,0,Clear,0.12,96.2,191,59,1
AK297,Akasa Air,2025-08-07,2025-06-23,45,06:30,10:15,Hyderabad,Delhi,0.58,Economy,7296,9159,94,200,7095,Medium,Festival,Thursday,0,Leisure,Silver,0,Clear,0.08,96.4,87,10,0
AK803,Akasa Air,2025-09-28,2025-08-21,38,04:15,07:00,Bangalore,Delhi,0.56,Business,12065,13737,55,150,12377,Low,Peak,Sunday,1,Business,None,0,Clear,0.12,92.9,33,10,0
AK656,Akasa Air,2025-10-13,2025-08-30,44,18:45,19:30,Kolkata,Delhi,0.76,Economy,8547,11410,74,180,9627,High,Holiday,Monday,0,Business,Gold,1,Clear,0.09,95.7,93,13,1
AI831,Air India,2025-07-27,2025-07-12,15,13:15,14:45,Bangalore,Delhi,0.81,Economy,5204,5511,94,200,5052,Low,Off-Peak,Sunday,1,Business,Platinum,0,Clear,0.09,92.8,171,25,1
SP715,SpiceJet,2025-10-05,2025-09-10,25,09:30,13:30,Kolkata,Delhi,0.5,Business,16718,19076,7,180,19954,Low,Peak,Sunday,1,Business,Gold,0,Clear,0.07,90.6,84,35,1
IN473,IndiGo,2025-12-14,2025-12-02,12,11:30,14:00,Ahmedabad,Bangalore,0.5,Premium Economy,9806,11788,90,200,11732,High,Holiday,Sunday,1,Student,None,0,Clear,0.08,90.9,232,6,1
VI886,Vistara,2025-11-24,2025-10-05,50,15:30,16:00,Delhi,Hyderabad,0.81,Economy,3226,4373,70,160,3599,Medium,Peak,Monday,0,Family,Silver,0,Clear,0.11,95.3,210,47,1
AI544,Air India,2025-09-09,2025-08-14,26,15:00,16:15,Ahmedabad,Chennai,0.67,Business,14044,16608,51,180,16269,Medium,Off-Peak,Tuesday,0,Business,None,0,Storm,0.08,88.9,216,24,1
